parcelid,lat,lng,formatted address,# ROOFTOP address fetched
10858036,34.151796,-118.443738,"4427 Katherine Ave, Sherman Oaks, CA 91423, USA",2
10865896,34.133834,-118.479728,"15865 Royal Haven Pl, Sherman Oaks, CA 91403, USA",1
10869016,34.156094,-118.496076,"16644 Oak View Ct, Encino, CA 91436, USA",2
10870321,34.138317,-118.503047,"17053 Escalon Dr, Encino, CA 91436, USA",1
10874477,34.217977,-118.406694,"12540 Lorne St, North Hollywood, CA 91605, USA",1
10891366,34.17986,-118.381796,"11475 Oxnard St, North Hollywood, CA 91606, USA",2
10915673,34.137166,-118.382259,"3868 Berry Ct, Studio City, CA 91604, USA",3
10949836,34.186859,-118.339881,No result,0
10964043,34.321797,-118.438913,"14011 Rex St, Sylmar, CA 91342, USA",3
10982818,34.283578,-118.383405,"11558 Terra Bella St, Sylmar, CA 91342, USA",1
10987432,34.264945,-118.407276,"12611 Garber St, Pacoima, CA 91331, USA",2
11012789,34.289982,-118.48649,"12058 Woodley Ave, Granada Hills, CA 91344, USA",3
11020656,34.264365,-118.447857,"10656 Lev Ave, Mission Hills, CA 91345, USA",1
11032727,34.222924,-118.436837,"8347 Ranchito Ave, Van Nuys, CA 91402, USA",1
11050983,34.268742,-118.47588,"10918 Haskell Ave, Granada Hills, CA 91344, USA",1
11073047,34.275897,-118.511759,"11300 Lasaine Ave, Granada Hills, CA 91344, USA",1
11074620,34.273427,-118.53482,"11150 Canby Ave, Northridge, CA 91326, USA",1
11097065,34.225136,-118.583738,"20703 Chase St, Winnetka, CA 91306, USA",1
11098378,34.229679,-118.572455,"20134 Acre St, Canoga Park, CA 91306, USA",2
11130226,34.367387,-118.55036,"23736 Fambrough St, Santa Clarita, CA 91321, USA",2
11153621,34.393102,-118.474854,"19415 San Marino Ct, Santa Clarita, CA 91321, USA",1
11161309,34.450777,-118.388951,"30012 Abelia Rd, Santa Clarita, CA 91387, USA",3
11175916,34.469828,-118.623912,"28005 Cascade Rd, Santa Clarita, CA 91384, USA",1
11176708,34.502507,-118.6181,"32024 Cypress Way, Castaic, CA 91384, USA",1
11189277,34.598001,-118.186089,"39355 Fostoria Ct, Palmdale, CA 93551, USA",2
11190614,34.593352,-118.181442,No result,0
11190729,34.588746,-118.177772,"38854 Elder Creek Ct, Palmdale, CA 93551, USA",1
11201007,34.576976,-118.096125,"1815 E Ave Q 11, Palmdale, CA 93550, USA",2
11206576,34.563063,-118.060492,"37442 Morning Cir, Palmdale, CA 93550, USA",1
11210369,34.568162,-118.048288,"4533 Table Mountain Rd, Palmdale, CA 93552, USA",2
11214326,34.575549,-118.050231,"4346 Desert Aire Ave, Palmdale, CA 93552, USA",2
11234847,34.552501,-118.058147,"36908 40th St E, Palmdale, CA 93552, USA",2
11238575,34.5537,-118.084451,"36953 Spanish Broom Dr, Palmdale, CA 93550, USA",1
11244981,34.473466,-117.83981,"32060 Crystalaire Dr, Llano, CA 93544, USA",1
11249394,34.621445,-117.814554,"40668 177th St E, Lancaster, CA 93535, USA",2
11284988,34.679382,-118.14157,"43844 Fig Ave, Lancaster, CA 93534, USA",2
11299030,34.685704,-118.101873,"1558 E Avenue J 4, Lancaster, CA 93535, USA",1
11306379,34.693437,-118.177489,"44610 Stillwater Dr, Lancaster, CA 93536, USA",2
11310584,34.637876,-117.852126,No result,0
11345421,34.457921,-118.518687,"21904 Wakefield Ct, Santa Clarita, CA 91350, USA",1
11423030,33.92632,-118.346535,"11855 Oxford Ave, Hawthorne, CA 90250, USA",1
11436545,33.899115,-118.339917,"14704 Bodger Ave, Hawthorne, CA 90250, USA",1
11446833,33.876595,-118.341498,"3916 Thornburgh Pl, Torrance, CA 90504, USA",1
11457713,33.963173,-118.390595,"6051 W 83rd Pl, Los Angeles, CA 90045, USA",1
11471457,33.927649,-118.422177,"820 Loma Vista St, El Segundo, CA 90245, USA",1
11473112,33.922491,-118.413487,"508 Eucalyptus Dr, El Segundo, CA 90245, USA",2
11478990,33.927846,-118.403656,"1208 E Sycamore Ave, El Segundo, CA 90245, USA",1
11479846,33.925718,-118.375188,"5421 W 119th St, Inglewood, CA 90304, USA",2
11497419,33.875422,-118.385345,"1560 Ruhland Ave, Manhattan Beach, CA 90266, USA",2
11498154,33.881182,-118.386316,"1531 3rd St, Manhattan Beach, CA 90266, USA",1
11502400,33.884037,-118.398586,"801 N Dianthus St, Manhattan Beach, CA 90266, USA",2
11533416,33.989082,-118.42773,"12701 Greene Ave, Los Angeles, CA 90066, USA",2
11546637,33.996192,-118.466916,"664 Brooks Ave, Venice, CA 90291, USA",3
11553543,34.016863,-118.438763,"12022 Rose Ave, Los Angeles, CA 90066, USA",3
11573435,34.021422,-118.459717,"2344 27th St, Santa Monica, CA 90405, USA",2
11574967,34.013975,-118.459685,"2324 Hill St, Santa Monica, CA 90405, USA",3
11636064,34.082238,-118.395315,"609 N Arden Dr, Beverly Hills, CA 90210, USA",2
11644074,34.064946,-118.432813,"10496 Lindbrook Dr, Los Angeles, CA 90024, USA",2
11644220,34.071319,-118.433733,"530 Loring Ave, Los Angeles, CA 90024, USA",2
11696347,33.99124,-118.311331,"5607 S St Andrews Pl, Los Angeles, CA 90062, USA",2
11702301,33.998611,-118.320177,"4910 3rd Ave, Los Angeles, CA 90043, USA",2
11723846,34.024758,-118.34164,"3428 West Blvd, Los Angeles, CA 90016, USA",1
11724945,34.023937,-118.359177,"3452 S Redondo Blvd, Los Angeles, CA 90016, USA",2
11728467,34.029029,-118.329206,"2928 11th Ave, Los Angeles, CA 90018, USA",2
11728590,34.02816,-118.333225,"2943 S Norton Ave, Los Angeles, CA 90018, USA",1
11738325,34.034778,-118.380362,"2646 S Garth Ave, Los Angeles, CA 90034, USA",1
11745174,34.042619,-118.304077,"1700 S Harvard Blvd, Los Angeles, CA 90006, USA",2
11812965,34.084359,-118.180377,"3327 Fithian Ave, Los Angeles, CA 90032, USA",2
11854183,34.010042,-118.083296,"4508 Los Toros Ave, Pico Rivera, CA 90660, USA",2
11857393,34.042457,-118.107976,"1915 Alisar Ave, Monterey Park, CA 91755, USA",1
11891229,34.12671,-118.100897,"1280 Winston Ave, San Marino, CA 91108, USA",3
11892902,34.115022,-118.112273,"1878 Twin Palms Dr, San Marino, CA 91108, USA",1
11893101,34.112949,-118.120133,"1272 Adair St, San Marino, CA 91108, USA",3
11893201,34.11394,-118.116872,"1885 Warwick Rd, San Marino, CA 91108, USA",1
11928729,34.106581,-118.075438,"8849 Hermosa Dr, Temple City, CA 91780, USA",3
11944368,34.087817,-118.276597,"3424 Sunset Blvd, Los Angeles, CA 90026, USA",3
11951725,34.104191,-118.25281,"2326 Riverside Dr, Los Angeles, CA 90039, USA",2
11962324,34.118427,-118.228189,"3919 Scandia Way, Los Angeles, CA 90065, USA",3
11963776,34.103511,-118.22525,"1824 Wollam St, Los Angeles, CA 90065, USA",2
11963822,34.102766,-118.225899,"1736 Winmar Dr, Los Angeles, CA 90065, USA",2
11967940,34.11019,-118.207813,"4836 San Marcos Pl, Los Angeles, CA 90042, USA",2
12020203,34.104406,-118.371933,"8325 Yucca Trail, Los Angeles, CA 90046, USA",3
12037575,34.108082,-118.278629,"3964 Tracy St, Los Angeles, CA 90027, USA",3
12077572,34.153037,-118.234952,"433 Canyon Dr, Glendale, CA 91206, USA",1
12079687,34.153331,-118.225768,"1912 Eden Ave, Glendale, CA 91206, USA",3
12094046,34.1725,-118.180396,"1440 Arroyo View Dr, Pasadena, CA 91103, USA",2
12112559,34.140476,-118.117517,"1596 Rose Villa St, Pasadena, CA 91106, USA",2
12116290,34.167659,-118.115262,"1260 Sinaloa Ave, Pasadena, CA 91104, USA",2
12138217,34.134054,-118.060072,"864 Balboa Dr, Arcadia, CA 91007, USA",3
12148866,34.235867,-118.243826,"5006 Ramsdell Ave, La Crescenta, CA 91214, USA",1
12150360,34.228898,-118.231136,"5025 Briggs Ave, La Crescenta, CA 91214, USA",2
12151954,34.21766,-118.211016,"4953 Alta Canyada Rd, La Cañada Flintridge, CA 91011, USA",3
12178975,34.243547,-118.224305,"5919 Canyonside Rd, La Crescenta, CA 91214, USA",2
12181379,33.98858,-118.296416,"1215 W 58th Pl, Los Angeles, CA 90044, USA",3
12192532,33.979594,-118.311322,"6561 S St Andrews Pl, Los Angeles, CA 90047, USA",2
12193734,33.968787,-118.309262,"7807 S Western Ave, Los Angeles, CA 90047, USA",2
12205648,33.965979,-118.29714,"1235 W 81st St, Los Angeles, CA 90044, USA",1
12214121,33.95752,-118.246076,"1533 E 88th St, Los Angeles, CA 90002, USA",2
12236802,33.931645,-118.296105,"11241 S Budlong Ave, Los Angeles, CA 90044, USA",1
12254866,33.890615,-118.283709,"513 W 155th St, Gardena, CA 90248, USA",1
12255247,33.874941,-118.286315,"17220 S Hoover St, Gardena, CA 90247, USA",2
12267290,33.908865,-118.240919,"1720 N Holmes Ave, Compton, CA 90222, USA",2
12310996,33.944115,-118.18759,"9719 Hildreth Ave, South Gate, CA 90280, USA",2
12328393,33.937196,-118.149396,"7652 Stewart and Gray Rd, Downey, CA 90241, USA",2
12354985,33.993537,-118.193088,"4010 E 53rd St, Maywood, CA 90270, USA",2
12378188,34.006684,-118.106365,"236 S 6th St, Montebello, CA 90640, USA",1
12387832,33.965532,-118.115913,"8209 Birchcrest Rd, Downey, CA 90240, USA",1
12393241,33.990314,-118.085173,"9302 Bradhurst St, Pico Rivera, CA 90660, USA",1
12423883,33.855071,-118.070447,"12253 Academy Way, Artesia, CA 90701, USA",1
12436242,33.819074,-118.101197,"6743 E Wardlow Rd, Long Beach, CA 90808, USA",2
12443323,33.885693,-118.134828,"9339 Mayne St, Bellflower, CA 90706, USA",3
12449452,33.865658,-118.174757,"1425 E 61st St, Long Beach, CA 90805, USA",2
12453707,33.861102,-118.194404,"5766 Cedar Ave, Long Beach, CA 90805, USA",1
12457747,33.852699,-118.192616,"157 E 53rd St, Long Beach, CA 90805, USA",1
12475233,33.868046,-118.142235,"4303 Ashworth St, Lakewood, CA 90712, USA",2
12483351,33.857311,-118.128336,"5539 Hersholt Ave, Lakewood, CA 90712, USA",1
12497616,33.80737,-118.200725,"719 W Patterson St, Long Beach, CA 90806, USA",2
12498674,33.794998,-118.201047,"2081 Maine Ave, Long Beach, CA 90806, USA",2
12510863,33.795106,-118.136633,"4974 E Ferro St, Long Beach, CA 90815, USA",1
12513006,33.796527,-118.128387,"2209 Tulane Ave, Long Beach, CA 90815, USA",3
12521924,33.781714,-118.101484,"6731 E Anaheim Rd, Long Beach, CA 90815, USA",1
12551168,33.787489,-118.174814,"1325 E 16th St, Long Beach, CA 90813, USA",1
12553349,33.777476,-118.196512,"847 Chestnut Ave, Long Beach, CA 90813, USA",2
12569415,33.806872,-118.21159,"2735 Delta Ave, Long Beach, CA 90810, USA",1
12580935,33.809879,-118.269899,"352 237th St, Carson, CA 90745, USA",1
12584182,33.834783,-118.269062,"21315 Ravenna Ave, Carson, CA 90745, USA",2
12611545,33.79306,-118.320707,"2188, 25433 Narbonne Ave, Lomita, CA 90717, United States",2
12623552,33.787034,-118.302159,"1429 260th St, Harbor City, CA 90710, USA",2
12631343,33.794821,-118.267552,"1557 Island Ave, Wilmington, CA 90744, USA",2
12654372,33.724005,-118.297007,"2211 S Meyler St, San Pedro, CA 90731, USA",1
12660747,33.848437,-118.388929,"415 N Pacific Coast Hwy, Redondo Beach, CA 90277, USA",3
12672126,33.830824,-118.370764,"21738 Redbeam Ave, Torrance, CA 90503, USA",1
12679611,33.824411,-118.358276,"22503 Ladeene Ave, Torrance, CA 90505, USA",1
12695322,33.786018,-118.312912,"1902 261st St, Lomita, CA 90717, USA",2
12705118,33.744872,-118.39377,"82 Albero Ct, Rancho Palos Verdes, CA 90275, USA",1
12737824,33.926048,-117.991848,"11723 Clearglen Ave, Whittier, CA 90604, USA",1
12738231,33.925406,-117.999318,"11818 Scott Ave, Whittier, CA 90604, USA",1
12749729,33.897707,-118.021223,"14652 Biola Ave, La Mirada, CA 90638, USA",2
12759863,33.892236,-118.077627,"12004 Hopland St, Norwalk, CA 90650, USA",1
12784778,33.97869,-118.026238,"7021 Worsham Dr, Whittier, CA 90602, USA",3
12786075,33.985073,-118.048586,"6241 Hoover Ave, Whittier, CA 90601, USA",1
12796305,33.948152,-118.017568,"9402 Armley Ave, Whittier, CA 90603, USA",1
12825494,33.934301,-118.001461,"10808 La Cima Dr, Whittier, CA 90604, USA",1
12830753,33.962387,-117.967391,"2133 Virazon Dr, La Habra Heights, CA 90631, USA",2
12836534,34.01715,-117.941881,"16349 Bamboo St, La Puente, CA 91744, USA",1
12891752,34.082422,-117.758336,"1857 Westwood Pl, Pomona, CA 91768, USA",3
12895746,34.10014,-117.756956,"2772 6th St, La Verne, CA 91750, USA",1
12903079,34.096038,-117.825247,"917 Cypress St, San Dimas, CA 91773, USA",1
12909318,34.084223,-117.821086,"1436 Pso Maravilla, San Dimas, CA 91773, USA",1
12913512,34.105868,-117.883946,"1468 N Calera Ave, Covina, CA 91722, USA",2
12919446,34.09232,-117.918791,"16724 E Edna Pl, Covina, CA 91722, USA",2
12919883,34.096501,-117.911496,"927 N Rimsdale Ave, Covina, CA 91722, USA",3
12923250,34.083672,-117.870489,"19559 E Dexter St, Covina, CA 91724, USA",2
12924124,34.095156,-117.883031,"419 Reed St, Covina, CA 91723, USA",2
12931587,34.085847,-117.882267,"436 E Badillo St, Covina, CA 91723, USA",3
12959780,34.138215,-118.016695,No result,0
12966503,34.155949,-117.987935,"826 E Greystone Ave, Monrovia, CA 91016, USA",2
12974944,34.093994,-117.98072,"13331 Belgate St, Baldwin Park, CA 91706, USA",1
12996281,34.083132,-118.020172,"11453 Lambert Ave, El Monte, CA 91732, USA",2
13007023,34.104161,-118.062713,No result,0
13017608,34.122692,-117.903245,"128 N Soldano Ave, Azusa, CA 91702, USA",1
13018336,34.119101,-117.901302,"212 S Omalley Ave, Azusa, CA 91702, USA",2
13038842,34.14463,-117.845836,"500 N Loraine Ave, Glendora, CA 91741, USA",3
13050566,34.122786,-117.734822,"4439 Rhodelia Ave, Claremont, CA 91711, USA",1
13052064,34.135712,-117.712171,"354 E Pomello Dr, Claremont, CA 91711, USA",1
13062837,34.036128,-117.790567,"54 Rancho Navato Dr, Pomona, CA 91766, USA",1
13071234,34.030221,-117.771311,"44 Quail Creek Ln, Pomona, CA 91766, USA",2
13078288,34.002326,-117.841046,"882 Dryander Dr, Walnut, CA 91789, USA",1
13836175,33.769284,-117.8733,"2437 N Park Blvd, Santa Ana, CA 92706, USA",3
13855834,33.915317,-117.96062,"1220 Maple Tree Ct, La Habra, CA 90631, USA",3
13861151,33.679818,-118.023945,"6145 Greenbrier Dr, Huntington Beach, CA 92648, USA",1
13867169,33.884333,-117.903279,"1465 Kensington Dr, Fullerton, CA 92831, USA",2
13876847,33.842387,-117.925178,"623 W North St, Anaheim, CA 92805, USA",2
13877200,33.84509,-117.921529,"853 N Dickel St, Anaheim, CA 92805, USA",3
13890373,33.621884,-117.919557,"2500 Beacon St, Newport Beach, CA 92663, USA",1
13908501,33.84918,-117.981219,"7826 Bellflower Dr, Buena Park, CA 90620, USA",3
13913489,33.86115,-117.954957,"1550 W Southgate Ave, Fullerton, CA 92833, USA",3
13931285,33.801626,-117.952873,"11101 Bettes Pl, Garden Grove, CA 92840, USA",3
13944989,33.754712,-117.971889,"9021 McClure Ave, Westminster, CA 92683, USA",3
13997463,33.805144,-117.938328,"1624 W Sallie Ln, Anaheim, CA 92802, USA",3
14003953,33.782696,-117.996077,"7772 Marisa St, Garden Grove, CA 92841, USA",2
14011466,33.8196,-118.015386,"3700 W Savanna St, Anaheim, CA 92804, USA",2
14013321,33.808553,-118.014023,"6805 Scott Cir, Cypress, CA 90630, USA",1
14019678,33.682714,-117.924608,"3098 Coral Ave, Costa Mesa, CA 92626, USA",2
14022628,33.712676,-117.877567,"725 W Central Ave, Santa Ana, CA 92707, USA",2
14035819,33.718313,-117.922179,"11856 Geode Ave, Fountain Valley, CA 92708, USA",2
14038842,33.733562,-118.020087,"15720 Willett Ln, Huntington Beach, CA 92647, USA",2
14058786,33.682665,-117.950051,"10222 Kamuela Dr, Huntington Beach, CA 92646, USA",2
14071672,33.707552,-117.966793,"17582 Oak St, Fountain Valley, CA 92708, USA",2
14081728,33.724183,-118.065243,"3632 Rebel Cir, Huntington Beach, CA 92649, USA",1
14100682,33.797062,-118.011594,"6944 Grand Manan Dr, Cypress, CA 90630, USA",2
14105808,33.820684,-117.906485,"223 E Clifton Ave, Anaheim, CA 92805, USA",3
14111773,33.821944,-118.061229,"9686 Paseo De Oro, Cypress, CA 90630, USA",1
14117333,33.834273,-117.878746,"2536 E Alden Pl, Anaheim, CA 92806, USA",2
14124129,33.85425,-118.044106,"5121 Toulouse Dr, La Palma, CA 90623, USA",1
14130214,33.849795,-117.9374,"1176 N Crown St, Anaheim, CA 92801, USA",3
14130958,33.851682,-117.950953,"1973 W Clipper Ln, Anaheim, CA 92801, USA",1
14135787,33.883354,-117.927837,"1403 Sunny Crest Dr, Fullerton, CA 92835, USA",2
14139173,33.910745,-117.896816,"606 E Elm St, Brea, CA 92821, USA",2
14155366,33.944159,-117.906477,"712 Woodcrest Ave, Brea, CA 92821, USA",2
14175327,33.902662,-117.886507,"Craig Regional Park, 3300 N State College Blvd, Fullerton, CA 92835, USA",1
14181248,33.878276,-117.854374,"936 Finnell Way, Placentia, CA 92870, USA",2
14194811,33.881603,-117.774128,"5360 Via Sevilla, Yorba Linda, CA 92887, USA",2
14197009,33.893962,-117.775133,"21500 Vía Pepita, Yorba Linda, CA 92886, USA",3
14205629,33.849382,-117.764973,"6567 Vía Arboles, Anaheim, CA 92807, USA",2
14206172,33.854302,-117.770064,"171 S Heath Terrace, Anaheim, CA 92807, USA",2
14210691,33.843974,-117.843472,"4132 N Sunset St, Orange, CA 92865, USA",2
14211310,33.843957,-117.837076,"4080 N Santa Cecilia St, Orange, CA 92865, USA",2
14221889,33.822942,-117.818665,"9601 Dodson Way, Villa Park, CA 92861, USA",2
14223193,33.827554,-117.803022,"18901 Valley Dr, Villa Park, CA 92861, USA",2
14239651,33.785867,-117.870695,"210 S Feldner Rd, Orange, CA 92868, USA",3
14252966,33.771014,-117.899806,"2214 Downie Pl, Santa Ana, CA 92706, USA",2
14302904,33.704378,-117.790921,"3871 Avocado St, Irvine, CA 92606, USA",1
14313175,33.598114,-117.859278,"1000 Sandcastle Dr, Corona Del Mar, CA 92625, USA",3
14323936,33.600852,-117.850957,"3 Sunset Vista, Newport Coast, CA 92657, USA",2
14339213,33.857374,-117.719291,"8872 E Crestview Ln, Anaheim, CA 92808, USA",2
14372081,33.64016,-117.702824,"24542 Tonia Ave, Lake Forest, CA 92630, USA",2
14376306,33.617041,-117.695634,"23802 Palmek Cir, Lake Forest, CA 92630, USA",1
14376681,33.628361,-117.696732,"23001 El Caballo St, Lake Forest, CA 92630, USA",2
14378340,33.635096,-117.706282,"24302 Lakeview Ln, Lake Forest, CA 92630, USA",3
14379350,33.611217,-117.686773,"25401 Pacifica Ave, Mission Viejo, CA 92691, USA",2
14380826,33.614779,-117.686299,"23935 Copenhagen St, Mission Viejo, CA 92691, USA",2
14387641,33.585585,-117.69102,"25931 Terra Bella Ave, Laguna Hills, CA 92653, USA",2
14397377,33.531894,-117.685515,"25451 Burntwood, Laguna Niguel, CA 92677, USA",2
14399800,33.550075,-117.757975,"3069 Bern Dr, Laguna Beach, CA 92651, USA",2
14420404,33.511118,-117.724216,"31222 Flying Cloud Dr, Laguna Niguel, CA 92677, USA",1
14420727,33.510277,-117.730009,"22872 Monteago Rd, Laguna Niguel, CA 92677, USA",2
14421909,33.509859,-117.709246,"31161 Niguel Rd, Laguna Niguel, CA 92677, USA",1
14427232,33.487394,-117.723565,"32705 Caspian Sea Dr, Dana Point, CA 92629, USA",3
14439465,33.467236,-117.633087,"2928 Calle Heraldo, San Clemente, CA 92673, USA",3
14469109,33.587698,-117.621131,"21 Chaparral Ct, Rancho Santa Margarita, CA 92688, USA",2
14471619,33.583848,-117.646702,"27760 Palamos Pl, Mission Viejo, CA 92692, USA",2
14486600,33.620105,-117.658384,"23591 Vía Navarra, Mission Viejo, CA 92691, USA",3
13099589,33.997451,-117.856906,"1107 Arkley Dr, Walnut, CA 91789, USA",2
14437088,33.469048,-117.617608,"5008 Camino Escollo, San Clemente, CA 92673, USA",2
13059495,34.011196,-117.803274,"23715 Canyon Vista Ct, Diamond Bar, CA 91765, USA",2
11185192,34.620796,-118.227569,"40616 55th St W, Palmdale, CA 93551, USA",1
17235546,34.291336,-118.762333,"1846 Swan Falls St, Simi Valley, CA 93065, USA",2
11141829,34.37675,-118.515834,"24158 Kirsch Ct, Santa Clarita, CA 91321, USA",2
11324251,34.563108,-118.166334,"2034 Coconut Pl, Palmdale, CA 93551, USA",2
10864317,34.144986,-118.461017,"4111 Stone Canyon Ave, Sherman Oaks, CA 91403, USA",2
11331034,34.505695,-118.169405,"34414 Acton Canyon Rd, Acton, CA 93510, USA",1
11323717,34.569161,-118.174053,"2701 Senna Ln, Palmdale, CA 93551, USA",1
11149326,34.41584,-118.421172,"27940 Sand Canyon Rd, Santa Clarita, CA 91387, USA",2
14161784,33.923746,-117.855621,"3084 E Stearns St, Brea, CA 92821, USA",3
11299249,34.688315,-118.098956,"44319 17th St E, Lancaster, CA 93535, USA",3
17092400,34.274287,-119.183878,"8205 Sunstone St, Ventura, CA 93004, USA",1
11296844,34.703947,-118.096697,"1813 E Ivesbrook St, Lancaster, CA 93535, USA",1
11961807,34.111464,-118.231889,"3425 Holyoke Dr, Los Angeles, CA 90065, USA",2
14185068,33.866201,-117.809546,"18521 Minuet Ln, Anaheim, CA 92807, USA",2
11402884,33.987745,-118.3436,"3946 W 58th Pl, Los Angeles, CA 90043, USA",1
17056060,34.453309,-119.233422,"505 Golden W Ave, Ojai, CA 93023, USA",2
17076817,34.280629,-119.275598,"104 Encinal Way, Ventura, CA 93001, USA",3
17086733,34.280389,-119.221428,"5496 Byron Ave, Ventura, CA 93003, USA",1
17100002,34.349549,-119.082065,"458 Center Ln, Santa Paula, CA 93060, USA",2
17121204,34.238178,-119.154024,"980 Will Ave, Oxnard, CA 93036, USA",1
17129860,34.219737,-119.008669,"4602 Refugio Ct, Camarillo, CA 93012, USA",2
17150093,34.194454,-119.206065,"2631 New Haven Pl, Oxnard, CA 93035, USA",1
17186096,34.157093,-119.152491,"2045 Abbott St, Oxnard, CA 93033, USA",1
17201102,34.268376,-118.872786,"13656 Gunsmoke Rd, Moorpark, CA 93021, USA",3
17202648,34.28339,-118.883442,"443 McFadden Ave, Moorpark, CA 93021, USA",2
17211802,34.199543,-118.867965,"1542 N Moorpark Rd, Thousand Oaks, CA 91360, USA",2
17212609,34.205146,-118.882886,"1988 Oberlin Ave, Thousand Oaks, CA 91360, USA",3
17212824,34.193155,-118.87828,"1090 Avon Cir, Thousand Oaks, CA 91360, USA",2
17238757,34.291143,-118.704216,"3031 Kadota St, Simi Valley, CA 93063, USA",2
17240332,34.286514,-118.682362,"5620 Shoshone St, Simi Valley, CA 93063, USA",1
17244703,34.265879,-118.770717,"1490 Arabian St, Simi Valley, CA 93065, USA",1
17249457,34.267624,-118.667276,"6307 Marsha Ave, Simi Valley, CA 93063, USA",2
10733493,34.163415,-118.629978,"23133 Ventura Blvd, Woodland Hills, CA 91364, USA",1
10734014,34.167671,-118.632627,"23215 Ladrillo St, Woodland Hills, CA 91367, USA",2
10734935,34.173794,-118.645798,"5642 Ramara Ave, Woodland Hills, CA 91367, USA",2
10735081,34.174114,-118.647813,"5660 Valley Cir Blvd, Woodland Hills, CA 91367, USA",1
10735281,34.170301,-118.653726,"24235 Burbank Blvd, Woodland Hills, CA 91367, USA",1
10744153,34.158266,-118.741454,"6039 Fairview Pl, Agoura Hills, CA 91301, USA",3
10759274,34.145126,-118.619528,"22601 Paul Revere Dr, Calabasas, CA 91302, USA",3
10762133,34.212301,-118.529595,"18161 Ingomar St, Reseda, CA 91335, USA",1
10767801,34.215735,-118.579632,"8000 Mason Ave, Canoga Park, CA 91306, USA",1
10779768,34.184375,-118.532722,"18324 Domino St, Tarzana, CA 91335, USA",3
10785742,34.191199,-118.554208,"6634 Aura Ave, Reseda, CA 91335, USA",2
10788514,34.199504,-118.576986,"20353 Gault St, Canoga Park, CA 91306, USA",1
10805864,34.168217,-118.563565,"19802 Santa Rita St, Woodland Hills, CA 91364, USA",2
10809024,34.167022,-118.606795,"22021 Del Valle St, Woodland Hills, CA 91364, USA",3
10834546,34.203753,-118.516877,"7325 Shoshone Ave, Van Nuys, CA 91406, USA",1
10846084,34.177849,-118.433281,"5900 Matilija Ave, Van Nuys, CA 91401, USA",2
10846620,34.1736,-118.437197,"5649 Colbath Ave, Van Nuys, CA 91401, USA",1
10861424,34.143514,-118.434448,"3964 Murietta Ave, Sherman Oaks, CA 91423, USA",2
10872905,34.213314,-118.409054,"12645 Elkwood St, North Hollywood, CA 91605, USA",2
10878326,34.207198,-118.381089,"7518 Farmdale Ave, North Hollywood, CA 91605, USA",1
10885395,34.19224,-118.427497,No result,0
10894267,34.174196,-118.424134,"5737 Hillview Park Ave, Van Nuys, CA 91401, USA",3
10908713,34.147786,-118.373251,"11147 Valley Spring Pl, North Hollywood, CA 91602, USA",1
10949691,34.189681,-118.340855,"1837 N Naomi St, Burbank, CA 91505, USA",1
10961713,34.146298,-118.343377,"310 S Rose St, Burbank, CA 91505, USA",2
10984637,34.275089,-118.399817,"11258 Cometa Ave, Pacoima, CA 91331, USA",2
10992149,34.273844,-118.317461,"11310 Oro Vista Ave, Sunland-Tujunga, CA 91040, USA",1
10993678,34.276111,-118.296258,"7554 Alpine Way, Tujunga, CA 91042, USA",1
11020099,34.273577,-118.432141,"13754 Desmond St, Pacoima, CA 91331, USA",2
11025864,34.237066,-118.424366,"9235 Woodale Ave, Arleta, CA 91331, USA",1
11054249,34.222564,-118.47809,"8337 Dempsey Ave, North Hills, CA 91343, USA",1
11122255,34.446595,-118.48972,"20303 Jay Carroll Dr, Santa Clarita, CA 91350, USA",1
11161725,34.44528,-118.387979,"14505 Stone Ridge Ct, Santa Clarita, CA 91387, USA",1
11164971,34.395493,-118.552464,"25670 Bellerive Dr, Santa Clarita, CA 91355, USA",1
11182562,34.62125,-118.21368,"4624 Cocina Ln, Palmdale, CA 93551, USA",1
11194428,34.605715,-118.136739,"421 Fairway Dr, Palmdale, CA 93551, USA",3
11206700,34.567554,-118.061136,"37710 Thisbe Ct, Palmdale, CA 93550, USA",2
11207146,34.570183,-118.071068,"37833 Tamara Pl, Palmdale, CA 93550, USA",1
11209557,34.558367,-118.035944,"37203 Populus Ave, Palmdale, CA 93552, USA",2
11213236,34.562433,-118.053116,"4206 Nashville Ave, Palmdale, CA 93552, USA",2
11234056,34.554158,-118.070751,"37013 Pond Ave, Palmdale, CA 93550, USA",2
11236500,34.547605,-118.045324,"36642 Rose St, Palmdale, CA 93552, USA",2
11250498,34.610633,-117.83083,"40112 167th St E, Palmdale, CA 93591, USA",2
11266510,34.670195,-118.207614,"43336 43rd St W, Quartz Hill, CA 93536, USA",2
11281947,34.667477,-118.162795,"1741 Viridan Ave, Lancaster, CA 93534, USA",2
11295256,34.693209,-118.104125,"44600 Fenhold St, Lancaster, CA 93535, USA",1
11298808,34.679966,-118.097927,"1733 Michael Dr, Lancaster, CA 93535, USA",2
11300872,34.675451,-118.081087,"43600 27th St E, Lancaster, CA 93535, USA",1
11301275,34.691072,-118.086221,"44444 Avenida del Sol, Lancaster, CA 93535, USA",2
11310927,34.671534,-118.111174,"1026 Glenn Ct, Lancaster, CA 93535, USA",2
11345222,34.456397,-118.512275,"28248 Guilford Ln, Santa Clarita, CA 91350, USA",2
